MinSup,Itemsets,Time_FP-Growth Baseline,Memory_FP-Growth Baseline,Time_FP-Growth Optimized,Memory_FP-Growth Optimized
0.2,25,2.4e-5,0.0154571533203125,2.455e-5,0.0134124755859375
0.4,19,2.6899999999999997e-5,0.01336669921875,3.095e-5,0.010162353515625
0.6,11,2.37e-5,0.0096282958984375,2.425e-5,0.0086669921875
